"REF_AREA","INDICATOR","SEX","TIME_PERIOD","OBS_VALUE","UNIT_MULTIPLIER","UNIT_MEASURE","OBS_STATUS","OBS_CONF","DATA_SOURCE","TIME_PERIOD_METHOD","COVERAGE_TIME","AGE","OBS_FOOTNOTE","SOURCE_LINK"
"BOL","MNCH_SAB","_T","2018","83.1","0","PCNT","RP","F","Registros administrativos del Sistema Nacional de Salud y Vigilancia Epidemiológica del Ministerio de Salud y Deportes - 2022","EOF","2000-2022","Y15T49","Institutional Birth (IB): includes all deliveries that occurred at a health facility","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BOL","MNCH_SAB","_T","2019","80.6","0","PCNT","RP","F","Registros administrativos del Sistema Nacional de Salud y Vigilancia Epidemiológica del Ministerio de Salud y Deportes - 2022","EOF","2000-2022","Y15T49","Institutional Birth (IB): includes all deliveries that occurred at a health facility","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BOL","MNCH_SAB","_T","2020","73.6","0","PCNT","RP","F","Registros administrativos del Sistema Nacional de Salud y Vigilancia Epidemiológica del Ministerio de Salud y Deportes - 2022","EOF","2000-2022","Y15T49","Institutional Birth (IB): includes all deliveries that occurred at a health facility","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BOL","MNCH_SAB","_T","2021","94.3","0","PCNT","RP","F","Encuesta de Hogares 2021","EOF","2000-2022","Y15T49","Definition includes other cadres that is not in alignment with the standard definition (doctor, nurse and nursing assistant); Women age 13-50","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BOL","MNCH_SAB","_T","2022","71.5","0","PCNT","RP","F","Registros administrativos del Sistema Nacional de Salud y Vigilancia Epidemiológica del Ministerio de Salud y Deportes - 2022","EOF","2000-2022","Y15T49","Institutional Birth (IB): includes all deliveries that occurred at a health facility","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BIH","MNCH_SAB","_T","2018","99.9","0","PCNT","RP","F","Statistical Yearbook Federation of Bosnia and Herzegovina 2019. Sarajevo: Institute for Statistics of Federation of Bosnia and Herzegovina; 2019.","EOF","2000-2021","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BIH","MNCH_SAB","_T","2019","99.9","0","PCNT","RP","F","Statistical Yearbook Federation of Bosnia and Herzegovina 2022. Sarajevo: Institute for Statistics of Federation of Bosnia and Herzegovina; 2022.","EOF","2000-2021","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife (Doctor + Midwife)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BIH","MNCH_SAB","_T","2020","99.9","0","PCNT","RP","F","Statistical Yearbook Federation of Bosnia and Herzegovina 2020. Sarajevo: Institute for Statistics of Federation of Bosnia and Herzegovina; 2020.","EOF","2000-2021","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BIH","MNCH_SAB","_T","2021","99.9","0","PCNT","RP","F","Statistical Yearbook Federation of Bosnia and Herzegovina 2020. Sarajevo: Institute for Statistics of Federation of Bosnia and Herzegovina; 2020.","EOF","2000-2021","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BWA","MNCH_SAB","_T","2018","99.8","0","PCNT","RP","F","Botswana Maternal Mortality Ratio 2021. Gaborone: Statistics Botswana (CSO); 2023.","EOF","2000-2021","Y15T49","Institutional Birth (IB): includes all deliveries that occurred at a health facility","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BWA","MNCH_SAB","_T","2019","99.8","0","PCNT","RP","F","Botswana Maternal Mortality Ratio 2021. Gaborone: Statistics Botswana (CSO); 2023.","EOF","2000-2021","Y15T49","Institutional Birth (IB): includes all deliveries that occurred at a health facility","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BWA","MNCH_SAB","_T","2020","99.8","0","PCNT","RP","F","Botswana Maternal Mortality Ratio 2020. Gaborone: Statistics Botswana (CSO); 2020.","EOF","2000-2021","Y15T49","Institutional Birth (IB): includes all deliveries that occurred at a health facility","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BWA","MNCH_SAB","_T","2021","99.8","0","PCNT","RP","F","Botswana Maternal Mortality Ratio 2021. Gaborone: Statistics Botswana (CSO); 2023.","EOF","2000-2021","Y15T49","Institutional Birth (IB): includes all deliveries that occurred at a health facility","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BRA","MNCH_ANC4","_T","2018","92.3","0","PCNT","RP","F","Brazil Live Birth Information System (SINASC); Ministry of Health [Brazil]; 2021","EOF","2000-2021","Y15T49",NA,NA
"BRA","MNCH_ANC4","_T","2019","92.7","0","PCNT","RP","F","Brazil Live Birth Information System (SINASC); Ministry of Health [Brazil]; 2021","EOF","2000-2021","Y15T49",NA,NA
"BRA","MNCH_ANC4","_T","2020","92.2","0","PCNT","RP","F","Brazil Live Birth Information System (SINASC); Ministry of Health [Brazil]; 2022","EOF","2000-2021","Y15T49",NA,NA
"BRA","MNCH_ANC4","_T","2021","92.3","0","PCNT","RP","F","Brazil Live Birth Information System (SINASC); Ministry of Health [Brazil]; 2023(2659187 total of births of women (aged 15-49 years) and 2456041 with 4+ antenatal care visits)","EOF","2000-2021","Y15T49",NA,NA
"BRA","MNCH_SAB","_T","2018","98.8","0","PCNT","RP","F","Ministério da Saúde; Sistema de Informações sobre Nascidos Vivos (SINASC); (https://odsbrasil.gov.br/objetivo3/indicador312#); 2021","EOF","2000-2021","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BRA","MNCH_SAB","_T","2019","98.4","0","PCNT","RP","F","Ministério da Saúde; Sistema de Informações sobre Nascidos Vivos (SINASC); (https://odsbrasil.gov.br/objetivo3/indicador312#); 2021","EOF","2000-2021","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BRA","MNCH_SAB","_T","2020","98.4","0","PCNT","RP","F","Ministério da Saúde; Sistema de Informações sobre Nascidos Vivos (SINASC); (https://odsbrasil.gov.br/objetivo3/indicador312#); 2021","EOF","2000-2021","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BRA","MNCH_SAB","_T","2021","98.2","0","PCNT","RP","F","Ministério da Saúde; Sistema de Informações sobre Nascidos Vivos (SINASC); (https://odsbrasil.gov.br/objetivo3/indicador312#); 2023","EOF","2000-2021","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BRN","MNCH_SAB","_T","2018","99.8","0","PCNT","RP","F","Ministry of Health [Brunei Darussalam]; 2022.","EOF","2000-2021","Y15T49","Unclear definition of the cadres included (Skilled health personnel)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BRN","MNCH_SAB","_T","2019","99.6","0","PCNT","RP","F","Ministry of Health [Brunei Darussalam]; 2022.","EOF","2000-2021","Y15T49","Unclear definition of the cadres included (Skilled health personnel)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BRN","MNCH_SAB","_T","2020","99.7","0","PCNT","RP","F","Ministry of Health [Brunei Darussalam]; 2022.","EOF","2000-2021","Y15T49","Unclear definition of the cadres included (Skilled health personnel)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BRN","MNCH_SAB","_T","2021","99.6","0","PCNT","RP","F","Ministry of Health [Brunei Darussalam]; 2022.","EOF","2000-2021","Y15T49","Unclear definition of the cadres included (Skilled health personnel)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BGR","MNCH_SAB","_T","2018","93","0","PCNT","RP","F","National Statistical Institute of Bulgaria; 2022. (Reported on 2 December 2022)","EOF","2000-2021","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BGR","MNCH_SAB","_T","2019","92.3","0","PCNT","RP","F","National Statistical Institute of Bulgaria; 2022. (Reported on 2 December 2022)","EOF","2000-2021","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BGR","MNCH_SAB","_T","2020","94.6","0","PCNT","RP","F","National Statistical Institute of Bulgaria; 2022. (Reported on 2 December 2022)","EOF","2000-2021","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BGR","MNCH_SAB","_T","2021","94.5","0","PCNT","RP","F","National Statistical Institute of Bulgaria; 2022. (Reported on 2 December 2022)","EOF","2000-2021","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BFA","MNCH_ANC4","_T","2021","72.1","0","PCNT","RP","F","Demographic and Health Survey 2021","EOF","2003-2021","Y15T49",NA,"Statcompiler"
"BFA","MNCH_SAB","_T","2021","95.8","0","PCNT","RP","F","INSD et ICF. Enquête Démographique et de Santé du Burkina Faso 2021. Ouagadougou; Burkina Faso et Rockville; Maryland; USA : INSD et ICF; 2023","EOF","2003-2021","Y15T49","Definition includes other cadres that is not in alignment with the standard definition (doctors, health advisors, midwives, state midwives, nurses, health attachés, licensed birth attendants and auxiliary birth attendants)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BDI","MNCH_SAB","_T","2018","86.2","0","PCNT","RP","F","Annuaire des Statistisques Sanitaires 2022","EOF","2000-2022","Y15T49","Unclear definition of the cadres included","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BDI","MNCH_SAB","_T","2019","98.6","0","PCNT","RP","F","Annuaire des Statistisques Sanitaires 2022","EOF","2000-2022","Y15T49","Unclear definition of the cadres included","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BDI","MNCH_SAB","_T","2020","87.4","0","PCNT","RP","F","Annuaire des Statistisques Sanitaires 2022","EOF","2000-2022","Y15T49","Unclear definition of the cadres included","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BDI","MNCH_SAB","_T","2021","76.5","0","PCNT","RP","F","Annuaire des Statistisques Sanitaires 2022","EOF","2000-2022","Y15T49","Unclear definition of the cadres included","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"BDI","MNCH_SAB","_T","2022","75.2","0","PCNT","RP","F","Annuaire des Statistisques Sanitaires 2022","EOF","2000-2022","Y15T49","Unclear definition of the cadres included","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"CPV","MNCH_ANC4","_T","2018","85.6","0","PCNT","RP","F","Inquérito Demográfico ede Saúde Reprodutiva 2018","EOF","2005-2018","Y15T49",NA,NA
"CPV","MNCH_SAB","_T","2018","97.3","0","PCNT","RP","F","Instituto Nacional de Estatística (INE); Ministério da Saúde e da Segurança Social; e Utica International. 2020. Inquérito Demográfico e de Saúde Reprodutiva; IDSR-III; Cabo Verde 2018. Praia; Cabo Verde e Columbia; Maryland; USA.","EOF","2005-2018","Y15T49","Definition includes other cadres that is not in alignment with the standard definition (Doctors, nurses and nursing assistants)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"KHM","MNCH_ANC4","_T","2022","86","0","PCNT","RP","F","DHS 2021-2022","EOF","2000-2022","Y15T49",NA,NA
"KHM","MNCH_SAB","_T","2022","98.7","0","PCNT","RP","F","National Institute of Statistics (NIS) [Cambodia]; Ministry of Health (MoH) [Cambodia]; and ICF. 2023.Cambodia Demographic and Health Survey 2021–22 Final Report. Phnom Penh; Cambodia; and Rockville;Maryland; USA: NIS; MoH; and ICF.","EOF","2000-2022","Y15T49","Cadres included align with the standard definition of: Doctor, nurse and/or midwife (doctor, nurse/midwife, and auxiliary midwife.)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"CMR","MNCH_ANC4","_T","2018","64.9","0","PCNT","RP","F","Demographic and Health Survey 2018","EOF","2004-2018","Y15T49",NA,NA
"CMR","MNCH_SAB","_T","2018","69","0","PCNT","RP","F","Institut National de la Statistique (INS) et ICF. Enquête Démographique et de Santé du Cameroun 2018. Yaoundé; Cameroun et Rockville; Maryland; USA : INS et ICF; 2020. (in French)","EOF","2000-2018","Y15T49","Definition includes other cadres that is not in alignment with the standard definition (Doctor, nurse, midwife, aide-soignant)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"CAN","MNCH_SAB","_T","2018","98","0","PCNT","RP","F","Table 13-10-0429-01 - Live births and fetal deaths (stillbirths); by place of birth (hospital or non-hospital) [database]. Ottawa: Statistics Canada; Government of Canada; 2020 (https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310042901; accessed 10 February 2020).","EOF","2000-2021","Y15T49","Institutional Birth (IB): includes all deliveries that occurred at a health facility","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"CAN","MNCH_SAB","_T","2019","98.1","0","PCNT","RP","F","Statistics Canada. Table 13-10-0429-01 Live births and fetal deaths (stillbirths); by place of birth (hospital or non-hospital). Canada; 2023. DOI: https://doi.org/10.25318/1310042901-eng","EOF","2000-2021","Y15T49","Institutional Birth (IB): includes all deliveries that occurred at a health facility","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"CAN","MNCH_SAB","_T","2020","97.7","0","PCNT","RP","F","Statistics Canada. Table 13-10-0429-01 Live births and fetal deaths (stillbirths); by place of birth (hospital or non-hospital). Canada; 2023. DOI: https://doi.org/10.25318/1310042901-eng","EOF","2000-2021","Y15T49","Institutional Birth (IB): includes all deliveries that occurred at a health facility","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"CAN","MNCH_SAB","_T","2021","97.6","0","PCNT","RP","F","Statistics Canada. Table 13-10-0429-01 Live births and fetal deaths (stillbirths); by place of birth (hospital or non-hospital). Canada; 2023. DOI: https://doi.org/10.25318/1310042901-eng","EOF","2000-2021","Y15T49","Institutional Birth (IB): includes all deliveries that occurred at a health facility","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"UNSDG_CARIBBEAN","MNCH_ANC4","_T","2018","84.2","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2018","Y15T49",NA,NA
"UNSDG_CARIBBEAN","MNCH_ANC4","_T","2019","84.6","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2019","Y15T49",NA,NA
"UNSDG_CARIBBEAN","MNCH_ANC4","_T","2020","85.1","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2020","Y15T49",NA,NA
"UNSDG_CARIBBEAN","MNCH_ANC4","_T","2021","85.6","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2021","Y15T49",NA,NA
"UNSDG_CARIBBEAN","MNCH_ANC4","_T","2022","86.1","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2022","Y15T49",NA,NA
"UNSDG_CARIBBEAN","MNCH_SAB","_T","2018","77.8","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2018","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CARIBBEAN","MNCH_SAB","_T","2019","77.8","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2019","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CARIBBEAN","MNCH_SAB","_T","2020","78","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2020","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CARIBBEAN","MNCH_SAB","_T","2021","78.2","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2021","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CARIBBEAN","MNCH_SAB","_T","2022","78.7","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2022","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AU_CENTRAL_AFRICA","MNCH_ANC4","_T","2018","47.6","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AU_CENTRAL_AFRICA","MNCH_ANC4","_T","2019","48","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AU_CENTRAL_AFRICA","MNCH_ANC4","_T","2020","48.5","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AU_CENTRAL_AFRICA","MNCH_ANC4","_T","2021","49.1","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AU_CENTRAL_AFRICA","MNCH_ANC4","_T","2022","49.8","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2000-2023","Y15T49",NA,NA
"AU_CENTRAL_AFRICA","MNCH_SAB","_T","2018","76.6","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AU_CENTRAL_AFRICA","MNCH_SAB","_T","2019","78","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AU_CENTRAL_AFRICA","MNCH_SAB","_T","2020","79.3","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AU_CENTRAL_AFRICA","MNCH_SAB","_T","2021","80.6","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"AU_CENTRAL_AFRICA","MNCH_SAB","_T","2022","81.7","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2000-2023","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"CAF","MNCH_ANC4","_T","2019","41.4","0","PCNT","RP","F","Multiple Indicator Cluster Survey 2018-2019","EOF","2010-2019","Y15T49",NA,NA
"CAF","MNCH_SAB","_T","2019","40.3","0","PCNT","RP","F","MICS6-RCA Enquête par grappes à indicateurs multiples 2018-2019; Rapport final. Bangui; République Centrafricaine : ICASEES","EOF","2000-2019","Y15T49","Definition includes other cadres that is not in alignment with the standard definition (Doctor, nurse, midwife, delivery assistant)","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
"UNSDG_CENTRALAMR","MNCH_ANC4","_T","2018","93.2","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2018","Y15T49",NA,NA
"UNSDG_CENTRALAMR","MNCH_ANC4","_T","2019","93.6","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2019","Y15T49",NA,NA
"UNSDG_CENTRALAMR","MNCH_ANC4","_T","2020","94","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2020","Y15T49",NA,NA
"UNSDG_CENTRALAMR","MNCH_ANC4","_T","2021","94.3","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2021","Y15T49",NA,NA
"UNSDG_CENTRALAMR","MNCH_ANC4","_T","2022","94.7","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2022","Y15T49",NA,NA
"UNSDG_CENTRALAMR","MNCH_SAB","_T","2018","91","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2018","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALAMR","MNCH_SAB","_T","2019","90.9","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2019","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALAMR","MNCH_SAB","_T","2020","90.7","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2020","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALAMR","MNCH_SAB","_T","2021","90.5","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2021","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALAMR","MNCH_SAB","_T","2022","90.4","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2022","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALASIA","MNCH_ANC4","_T","2018","87.6","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2018","Y15T49",NA,NA
"UNSDG_CENTRALASIA","MNCH_ANC4","_T","2019","88.1","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2019","Y15T49",NA,NA
"UNSDG_CENTRALASIA","MNCH_ANC4","_T","2020","88.7","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2020","Y15T49",NA,NA
"UNSDG_CENTRALASIA","MNCH_ANC4","_T","2021","89.2","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2021","Y15T49",NA,NA
"UNSDG_CENTRALASIA","MNCH_ANC4","_T","2022","89.5","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2022","Y15T49",NA,NA
"UNSDG_CENTRALASIA","MNCH_SAB","_T","2018","99.3","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2018","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALASIA","MNCH_SAB","_T","2019","99.4","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2019","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALASIA","MNCH_SAB","_T","2020","99.4","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2020","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALASIA","MNCH_SAB","_T","2021","99.5","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2021","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALASIA","MNCH_SAB","_T","2022","99.5","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2022","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALASIASOUTHERNASIA","MNCH_ANC4","_T","2018","54.9","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2018","Y15T49",NA,NA
"UNSDG_CENTRALASIASOUTHERNASIA","MNCH_ANC4","_T","2019","56.2","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2019","Y15T49",NA,NA
"UNSDG_CENTRALASIASOUTHERNASIA","MNCH_ANC4","_T","2020","57.4","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2020","Y15T49",NA,NA
"UNSDG_CENTRALASIASOUTHERNASIA","MNCH_ANC4","_T","2021","58.6","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2021","Y15T49",NA,NA
"UNSDG_CENTRALASIASOUTHERNASIA","MNCH_ANC4","_T","2022","59.8","0","PCNT","RA","F","Population weighted averages calculated by UNICEF using WPP2024 weights","EOF","2022","Y15T49",NA,NA
"UNSDG_CENTRALASIASOUTHERNASIA","MNCH_SAB","_T","2018","80.7","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2018","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALASIASOUTHERNASIA","MNCH_SAB","_T","2019","82.1","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2019","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALASIASOUTHERNASIA","MNCH_SAB","_T","2020","83.3","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2020","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALASIASOUTHERNASIA","MNCH_SAB","_T","2021","84.5","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2021","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"UNSDG_CENTRALASIASOUTHERNASIA","MNCH_SAB","_T","2022","85.7","0","PCNT","RA","F","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024","EOF","2022","Y15T49","Estimate based on Joint UNICEF-WHO Database on Skilled Birth Attendance 2024",NA
"TCD","MNCH_SAB","_T","2019","47.2","0","PCNT","RP","F","INSEED et UNICEF. 2020. MICS6-Tchad; 2019; Rapport final. N'Djamena; Tchad.","EOF","2000-2019","Y15T49","Definition includes other cadres that is not in alignment with the standard definition (Médecin (2.3%), Infirmier (e)/Sage femme (32.2%), Matrone/agent de l’hôpital ou centre de santé (4.3%))","Joint UNICEF-WHO Database on Skilled Birth Attendance 2024 (SDG inclusion=1)"
